FlightID,Airline,DepartureAirport,ArrivalAirport,DepartureDate,Distance,FlightDuration,Class,NumberOfStops,DaysUntilDeparture,DayOfWeek,TicketPrice
2594,Southwest,ATL,ORD,18-04-2024 01:00,390,9.83,Business,2,78,Thursday,306.25
2595,JetBlue,DFW,ATL,18-04-2024 02:00,4979,7.8,First,0,146,Thursday,1212.82
2596,JetBlue,ATL,LAX,18-04-2024 03:00,2644,11.57,First,2,362,Thursday,585.36
2597,United,DFW,JFK,18-04-2024 04:00,4933,9.48,Economy,1,49,Thursday,487.28
2598,JetBlue,DFW,ORD,18-04-2024 05:00,4353,9.34,Business,1,222,Thursday,1210.56
2599,American,JFK,ATL,18-04-2024 06:00,847,11.95,Economy,2,157,Thursday,360.55
2600,JetBlue,ORD,ATL,18-04-2024 07:00,3118,1.9,Economy,0,148,Thursday,1814.22
2601,JetBlue,ORD,DFW,18-04-2024 08:00,4056,2.09,First,0,24,Thursday,55.46
2602,Delta,ATL,DFW,18-04-2024 09:00,2293,7.97,Business,0,277,Thursday,1960.49
2603,JetBlue,ATL,ORD,18-04-2024 10:00,4735,6.17,Business,0,192,Thursday,1817.77
2604,Southwest,DFW,LAX,18-04-2024 11:00,4238,10.1,Economy,0,284,Thursday,1404.91
2605,Delta,DFW,JFK,18-04-2024 12:00,4990,5.84,Business,2,184,Thursday,1887.02
2606,JetBlue,DFW,JFK,18-04-2024 13:00,3161,3.05,First,2,292,Thursday,1026.21
2607,JetBlue,DFW,DFW,18-04-2024 14:00,1572,4.15,Business,0,75,Thursday,1840.31
2608,Delta,LAX,DFW,18-04-2024 15:00,4119,10.97,Economy,0,351,Thursday,167.18
2609,Southwest,ATL,JFK,18-04-2024 16:00,797,3.34,Business,0,104,Thursday,1924.18
2610,JetBlue,LAX,ATL,18-04-2024 17:00,4469,8.46,Economy,0,48,Thursday,1442.31
2611,Southwest,ORD,DFW,18-04-2024 18:00,4005,1.5,Business,1,272,Thursday,1420.86
2612,United,DFW,JFK,18-04-2024 19:00,2114,5.31,Economy,1,148,Thursday,1668.49
2613,Delta,LAX,ORD,18-04-2024 20:00,3366,8.72,Business,2,89,Thursday,157.74
2614,Southwest,JFK,DFW,18-04-2024 21:00,1521,8.51,First,1,199,Thursday,1920.07
2615,American,DFW,ATL,18-04-2024 22:00,1854,8.86,Business,1,154,Thursday,509.49
2616,American,ATL,ORD,18-04-2024 23:00,4526,4.48,First,2,235,Thursday,653.64
2617,United,LAX,JFK,19-04-2024 00:00,805,7.93,First,2,184,Friday,242.39
2618,JetBlue,JFK,DFW,19-04-2024 01:00,2837,10.16,First,1,317,Friday,53.67
2619,JetBlue,LAX,LAX,19-04-2024 02:00,2978,8.27,First,2,5,Friday,695.03
2620,United,JFK,LAX,19-04-2024 03:00,4935,10.64,First,0,98,Friday,1709.78
2621,American,JFK,LAX,19-04-2024 04:00,4202,6.79,First,1,197,Friday,706.11
2622,Delta,LAX,ORD,19-04-2024 05:00,1856,5.66,Economy,0,24,Friday,1576.63
2623,United,DFW,JFK,19-04-2024 06:00,4555,8.63,First,0,261,Friday,1397.05
2624,United,LAX,LAX,19-04-2024 07:00,3383,1.14,Economy,0,358,Friday,1905.7
2625,JetBlue,DFW,ATL,19-04-2024 08:00,1997,4.44,Economy,2,93,Friday,1702.64
2626,United,LAX,DFW,19-04-2024 09:00,2696,9.05,Business,0,42,Friday,291.78
2627,JetBlue,ATL,DFW,19-04-2024 10:00,2697,11.39,Economy,1,294,Friday,1770.47
2628,Delta,ATL,ORD,19-04-2024 11:00,3450,4.03,Business,2,36,Friday,857.73
2629,Southwest,ORD,LAX,19-04-2024 12:00,1204,8.61,First,2,235,Friday,1919.15
2630,JetBlue,DFW,ATL,19-04-2024 13:00,3090,7.87,Economy,0,132,Friday,1161.29
2631,Southwest,ORD,DFW,19-04-2024 14:00,1400,10.26,First,0,89,Friday,1344.14
2632,American,DFW,ORD,19-04-2024 15:00,3036,3.63,Business,1,286,Friday,1541.99
2633,JetBlue,JFK,ATL,19-04-2024 16:00,362,2.54,Business,1,14,Friday,752.94
2634,JetBlue,ATL,DFW,19-04-2024 17:00,4935,5.89,Economy,1,73,Friday,754.51
2635,JetBlue,DFW,ATL,19-04-2024 18:00,1942,7.22,Business,1,203,Friday,1616.92
2636,Southwest,JFK,LAX,19-04-2024 19:00,2965,3.79,Economy,0,31,Friday,333.97
2637,American,JFK,ATL,19-04-2024 20:00,648,11.1,Economy,2,169,Friday,221.1
2638,Southwest,JFK,LAX,19-04-2024 21:00,2488,3.63,Economy,0,336,Friday,1487.04
2639,American,ATL,ORD,19-04-2024 22:00,929,11.67,First,0,328,Friday,610.72
2640,JetBlue,ATL,ORD,19-04-2024 23:00,2590,6.84,First,2,353,Friday,734.26
2641,American,ATL,DFW,20-04-2024 00:00,1995,1.08,First,2,282,Saturday,1134.59
2642,Delta,ATL,DFW,20-04-2024 01:00,636,7.76,First,1,321,Saturday,591.57
2643,JetBlue,DFW,ORD,20-04-2024 02:00,4442,2.5,Economy,2,120,Saturday,947.3
2644,Delta,LAX,LAX,20-04-2024 03:00,2593,3.51,Business,2,279,Saturday,1412.1
2645,Southwest,ORD,JFK,20-04-2024 04:00,4998,3.3,Business,1,214,Saturday,1552.55
2646,JetBlue,ORD,ORD,20-04-2024 05:00,4085,5.14,Economy,0,24,Saturday,1720.73
2647,American,ATL,DFW,20-04-2024 06:00,1802,3.83,Economy,2,169,Saturday,601.02
2648,Southwest,ORD,DFW,20-04-2024 07:00,4405,10.45,Business,1,134,Saturday,714.87
2649,Delta,DFW,ORD,20-04-2024 08:00,4293,4.66,Business,0,223,Saturday,973.3
2650,United,LAX,JFK,20-04-2024 09:00,3935,4.07,Business,0,146,Saturday,1770.82
2651,Delta,JFK,DFW,20-04-2024 10:00,1562,3.1,Business,1,262,Saturday,1310.64
2652,Delta,JFK,ATL,20-04-2024 11:00,4737,5.35,Business,1,291,Saturday,1979.81
2653,Southwest,DFW,DFW,20-04-2024 12:00,4876,10.35,First,0,179,Saturday,1352.54
2654,Delta,LAX,JFK,20-04-2024 13:00,4623,6.32,First,0,190,Saturday,1315.4
2655,United,ORD,LAX,20-04-2024 14:00,1369,10.81,Business,2,322,Saturday,1624.5
2656,JetBlue,ORD,JFK,20-04-2024 15:00,2183,1.02,First,0,164,Saturday,1208.26
2657,Delta,DFW,ORD,20-04-2024 16:00,1453,8.09,First,0,11,Saturday,1405.54
2658,JetBlue,JFK,ATL,20-04-2024 17:00,3244,1.56,First,1,277,Saturday,1236.25
2659,American,LAX,ATL,20-04-2024 18:00,1008,2.91,Economy,0,223,Saturday,1643.89
2660,American,ORD,LAX,20-04-2024 19:00,2338,9.86,First,0,345,Saturday,1122.03
2661,Southwest,DFW,JFK,20-04-2024 20:00,2692,4.4,First,1,151,Saturday,1925.08
2662,JetBlue,ORD,LAX,20-04-2024 21:00,2403,9,First,0,272,Saturday,81.09
2663,Delta,ORD,DFW,20-04-2024 22:00,1428,11.16,Business,1,227,Saturday,1615.3
2664,United,JFK,LAX,20-04-2024 23:00,4996,4.89,Business,1,325,Saturday,727.56
2665,American,LAX,JFK,21-04-2024 00:00,906,7.69,Economy,2,230,Sunday,254.51
2666,JetBlue,JFK,JFK,21-04-2024 01:00,1935,6.08,First,2,259,Sunday,1196.09
2667,JetBlue,ATL,LAX,21-04-2024 02:00,2513,3.42,Business,2,44,Sunday,292.72
2668,Southwest,DFW,DFW,21-04-2024 03:00,380,4.49,Economy,1,246,Sunday,836.82
2669,United,JFK,ORD,21-04-2024 04:00,2743,8.08,Economy,2,253,Sunday,998.88
2670,United,DFW,JFK,21-04-2024 05:00,993,6.21,Business,2,166,Sunday,982.02
2671,JetBlue,DFW,LAX,21-04-2024 06:00,1649,5.13,Business,1,45,Sunday,642.31
2672,United,LAX,DFW,21-04-2024 07:00,1141,10.93,First,1,116,Sunday,1437.88
2673,Southwest,ORD,LAX,21-04-2024 08:00,4403,7.53,Business,2,336,Sunday,1998.18
2674,American,LAX,LAX,21-04-2024 09:00,1935,8.45,Economy,1,148,Sunday,227.86
2675,JetBlue,DFW,DFW,21-04-2024 10:00,4660,11.6,First,1,353,Sunday,925.99
2676,Delta,ORD,LAX,21-04-2024 11:00,1358,11.38,First,0,42,Sunday,1583.71
2677,United,JFK,ORD,21-04-2024 12:00,2881,5.11,Economy,0,354,Sunday,148.37
2678,JetBlue,ATL,DFW,21-04-2024 13:00,2869,5.14,Economy,1,108,Sunday,1798.77
2679,JetBlue,LAX,ORD,21-04-2024 14:00,941,8.89,First,2,45,Sunday,132.01
2680,Southwest,ATL,LAX,21-04-2024 15:00,3488,1.92,Economy,0,38,Sunday,1060.07
2681,Delta,DFW,JFK,21-04-2024 16:00,4830,8.86,Economy,2,193,Sunday,1040.39
2682,American,JFK,LAX,21-04-2024 17:00,2131,3.9,First,2,168,Sunday,1469.62
2683,United,ORD,ORD,21-04-2024 18:00,3629,10.13,Economy,2,269,Sunday,121.93
2684,American,DFW,DFW,21-04-2024 19:00,3111,5.6,First,0,345,Sunday,1892.78
2685,Delta,DFW,DFW,21-04-2024 20:00,1192,3.25,Economy,2,183,Sunday,859.19
2686,American,LAX,DFW,21-04-2024 21:00,3622,7.18,First,2,243,Sunday,846.19
2687,JetBlue,LAX,ATL,21-04-2024 22:00,1957,10.49,First,2,176,Sunday,117.24
2688,Southwest,ORD,ORD,21-04-2024 23:00,2370,5.79,Business,0,277,Sunday,562.67
2689,United,JFK,JFK,22-04-2024 00:00,3340,8.03,First,2,92,Monday,1369.54
2690,United,ORD,LAX,22-04-2024 01:00,1060,11.72,Business,1,95,Monday,398.23
2691,JetBlue,DFW,JFK,22-04-2024 02:00,353,11.61,First,1,21,Monday,1427.55
2692,JetBlue,ORD,LAX,22-04-2024 03:00,3111,3.04,Business,2,204,Monday,252.97
2693,Southwest,DFW,DFW,22-04-2024 04:00,2296,10.31,First,0,298,Monday,414.37
2694,Southwest,JFK,ATL,22-04-2024 05:00,4159,8.65,Business,1,226,Monday,1503.07
2695,American,JFK,JFK,22-04-2024 06:00,4189,8.02,Business,2,348,Monday,1486.4
2696,American,JFK,ORD,22-04-2024 07:00,4665,11.68,First,2,264,Monday,83.79
2697,United,ATL,DFW,22-04-2024 08:00,4038,7.16,Economy,0,284,Monday,1912.03
2698,JetBlue,JFK,ORD,22-04-2024 09:00,427,1.98,Economy,1,192,Monday,1046.45
2699,United,LAX,LAX,22-04-2024 10:00,622,3.2,Economy,0,215,Monday,1507.3
2700,JetBlue,DFW,ORD,22-04-2024 11:00,2367,4.97,First,1,305,Monday,173.07
2701,JetBlue,ATL,ATL,22-04-2024 12:00,2224,11.36,Economy,2,43,Monday,1043.68
2702,American,LAX,DFW,22-04-2024 13:00,2631,10.32,Business,0,273,Monday,1575.84
2703,United,DFW,ORD,22-04-2024 14:00,3315,3.12,Business,0,136,Monday,646.22
2704,JetBlue,ORD,LAX,22-04-2024 15:00,4290,2.4,First,2,132,Monday,1347.91
2705,Southwest,LAX,ORD,22-04-2024 16:00,1941,5.52,Business,1,254,Monday,1655.27
2706,American,ATL,ATL,22-04-2024 17:00,2833,6.5,First,0,148,Monday,978.71
2707,Southwest,LAX,LAX,22-04-2024 18:00,537,5.34,Business,2,19,Monday,1394.1
2708,Delta,ORD,DFW,22-04-2024 19:00,3926,6.32,Economy,0,322,Monday,1093.35
2709,JetBlue,JFK,ORD,22-04-2024 20:00,3034,1.39,First,1,130,Monday,1777.22
2710,Southwest,JFK,DFW,22-04-2024 21:00,2737,1.54,Economy,2,87,Monday,1225.21
2711,United,ATL,ORD,22-04-2024 22:00,1490,7.1,Economy,0,248,Monday,1859.93
2712,American,LAX,JFK,22-04-2024 23:00,1124,4.81,First,1,307,Monday,951.21
2713,United,ORD,DFW,23-04-2024 00:00,605,11.14,Economy,0,250,Tuesday,528.65
2714,United,ATL,DFW,23-04-2024 01:00,4732,8.01,Business,1,77,Tuesday,1047.13
2715,Southwest,JFK,JFK,23-04-2024 02:00,1168,9.64,Economy,1,4,Tuesday,484.8
2716,American,JFK,ATL,23-04-2024 03:00,4882,11.46,First,1,355,Tuesday,1222.42
2717,Southwest,DFW,ORD,23-04-2024 04:00,4377,8.04,Economy,0,354,Tuesday,68.25
2718,American,DFW,ORD,23-04-2024 05:00,3380,6.55,Economy,1,126,Tuesday,288.3
2719,Southwest,ATL,ORD,23-04-2024 06:00,2772,11.78,First,2,141,Tuesday,1874.93
2720,Delta,LAX,LAX,23-04-2024 07:00,539,3.15,First,0,266,Tuesday,1208.07
2721,American,ATL,JFK,23-04-2024 08:00,4599,5.03,Business,2,118,Tuesday,1883.02
2722,JetBlue,LAX,LAX,23-04-2024 09:00,4243,6.64,First,1,351,Tuesday,1766.85
2723,American,ORD,ATL,23-04-2024 10:00,1248,6.61,First,0,66,Tuesday,1139.64
2724,Southwest,ATL,JFK,23-04-2024 11:00,4097,7.94,Business,2,251,Tuesday,571.36
2725,JetBlue,DFW,ORD,23-04-2024 12:00,2258,9.55,Economy,1,39,Tuesday,996.65
2726,American,LAX,JFK,23-04-2024 13:00,438,7.68,Economy,0,245,Tuesday,1904.17
2727,American,DFW,DFW,23-04-2024 14:00,646,8.87,Business,0,219,Tuesday,1955.1
2728,United,LAX,LAX,23-04-2024 15:00,3270,10.65,First,1,318,Tuesday,324.71
2729,JetBlue,ATL,ORD,23-04-2024 16:00,1703,9.15,First,0,304,Tuesday,816.94
2730,Delta,JFK,JFK,23-04-2024 17:00,4480,6.89,First,0,172,Tuesday,395.37
2731,American,ORD,DFW,23-04-2024 18:00,1902,8.23,Economy,0,256,Tuesday,1643.19
2732,Delta,ORD,ATL,23-04-2024 19:00,1703,1.28,Economy,2,167,Tuesday,1777.75
2733,Delta,LAX,LAX,23-04-2024 20:00,1455,8.1,First,2,222,Tuesday,1766.1
2734,Southwest,DFW,DFW,23-04-2024 21:00,2741,9.26,Economy,2,14,Tuesday,1014.61
2735,American,DFW,LAX,23-04-2024 22:00,1897,6.63,Business,1,180,Tuesday,1184.13
2736,Southwest,ORD,JFK,23-04-2024 23:00,1725,10.9,First,2,310,Tuesday,1659.38
2737,JetBlue,ATL,LAX,24-04-2024 00:00,1950,1.35,Economy,0,352,Wednesday,768.69
2738,JetBlue,DFW,ATL,24-04-2024 01:00,3788,5.94,Economy,1,239,Wednesday,58.65
2739,United,DFW,ATL,24-04-2024 02:00,2217,7.65,First,0,50,Wednesday,721.48
2740,Southwest,JFK,ORD,24-04-2024 03:00,1690,10,Business,0,169,Wednesday,1582.5
2741,American,ATL,DFW,24-04-2024 04:00,1577,3.57,Business,2,319,Wednesday,843.52
2742,Southwest,ATL,DFW,24-04-2024 05:00,3350,8.11,First,1,285,Wednesday,908.66
2743,JetBlue,ORD,DFW,24-04-2024 06:00,3894,11.1,Business,1,170,Wednesday,327.69
2744,United,LAX,ORD,24-04-2024 07:00,4995,10.38,First,0,16,Wednesday,1291.52
2745,JetBlue,LAX,JFK,24-04-2024 08:00,3734,11.02,Business,2,45,Wednesday,124.95
2746,Southwest,ORD,DFW,24-04-2024 09:00,717,8.63,Economy,2,38,Wednesday,436.7
2747,American,ORD,LAX,24-04-2024 10:00,3562,2.29,Business,0,154,Wednesday,1046.11
2748,American,ATL,LAX,24-04-2024 11:00,1963,10.08,Economy,0,220,Wednesday,1064.25
2749,Delta,ORD,LAX,24-04-2024 12:00,2362,4.26,Economy,1,8,Wednesday,1655.81
2750,United,LAX,DFW,24-04-2024 13:00,2392,9.98,Economy,1,116,Wednesday,1349.88
2751,United,DFW,ORD,24-04-2024 14:00,896,5.5,Economy,2,191,Wednesday,933.24
2752,United,ORD,LAX,24-04-2024 15:00,4933,3.53,First,2,42,Wednesday,895.42
2753,JetBlue,LAX,JFK,24-04-2024 16:00,4077,8.89,First,0,62,Wednesday,768.52
2754,Southwest,ATL,DFW,24-04-2024 17:00,3134,5.69,Business,0,261,Wednesday,1049.93
2755,Delta,LAX,ATL,24-04-2024 18:00,3654,4.48,Economy,0,335,Wednesday,1334.11
2756,JetBlue,LAX,ORD,24-04-2024 19:00,4584,11.92,Economy,1,326,Wednesday,81.28
2757,Delta,LAX,LAX,24-04-2024 20:00,2985,1.67,First,1,258,Wednesday,1485.8
2758,American,ATL,ORD,24-04-2024 21:00,4515,8.07,First,2,315,Wednesday,1363.99
2759,United,ORD,ORD,24-04-2024 22:00,3060,10.76,Business,2,267,Wednesday,1459.47
2760,United,ATL,ORD,24-04-2024 23:00,3325,4.25,Economy,0,221,Wednesday,1874.91
2761,Delta,ATL,ORD,25-04-2024 00:00,4757,8.97,Economy,1,344,Thursday,591.6
2762,JetBlue,LAX,JFK,25-04-2024 01:00,845,9.97,Economy,1,320,Thursday,659.42
2763,Delta,LAX,ORD,25-04-2024 02:00,3017,4.56,First,0,89,Thursday,718.71
2764,American,JFK,LAX,25-04-2024 03:00,3560,11.29,Economy,2,264,Thursday,1607.78
2765,American,LAX,LAX,25-04-2024 04:00,1175,5.5,Economy,1,89,Thursday,805.71
2766,United,ATL,DFW,25-04-2024 05:00,2624,3.08,First,0,191,Thursday,873.13
2767,American,ORD,DFW,25-04-2024 06:00,1248,7.85,Business,0,81,Thursday,1916.04
2768,JetBlue,ATL,DFW,25-04-2024 07:00,4354,5.01,Economy,0,142,Thursday,287.26
2769,JetBlue,DFW,DFW,25-04-2024 08:00,2407,8.16,Business,2,22,Thursday,1817.97
2770,United,ATL,DFW,25-04-2024 09:00,2287,4.87,Business,2,77,Thursday,1801.38
2771,Southwest,ATL,LAX,25-04-2024 10:00,3363,10.84,First,2,116,Thursday,1520.32
2772,Delta,JFK,LAX,25-04-2024 11:00,2898,3.41,First,2,127,Thursday,498.95
2773,American,ATL,ORD,25-04-2024 12:00,3049,10.16,Economy,1,291,Thursday,92.2
2774,United,LAX,JFK,25-04-2024 13:00,3364,10,Business,1,293,Thursday,1854.19
2775,Southwest,LAX,LAX,25-04-2024 14:00,2313,8,Economy,0,354,Thursday,1946.27
2776,Southwest,DFW,JFK,25-04-2024 15:00,3375,3.83,First,2,96,Thursday,1486.67
2777,JetBlue,DFW,JFK,25-04-2024 16:00,3122,9.37,Economy,2,248,Thursday,83.2
2778,JetBlue,ORD,DFW,25-04-2024 17:00,507,10.86,Economy,0,254,Thursday,1388.4
2779,American,DFW,ATL,25-04-2024 18:00,3288,9.81,First,1,312,Thursday,1903.26
2780,Delta,LAX,JFK,25-04-2024 19:00,4574,10.68,Business,2,82,Thursday,1846.73
2781,JetBlue,ORD,DFW,25-04-2024 20:00,914,5.71,First,2,164,Thursday,1177.67
2782,JetBlue,ORD,ATL,25-04-2024 21:00,1345,4.1,Economy,1,182,Thursday,1026.94
2783,United,JFK,ATL,25-04-2024 22:00,2159,3.4,Business,0,9,Thursday,1917.88
2784,Delta,DFW,JFK,25-04-2024 23:00,3008,1.54,Economy,2,319,Thursday,1281.24
2785,Delta,JFK,ATL,26-04-2024 00:00,2602,5.07,Business,2,117,Friday,1940.32
2786,Southwest,DFW,JFK,26-04-2024 01:00,1673,5.05,First,2,264,Friday,1572.98
2787,American,ATL,JFK,26-04-2024 02:00,1326,10,Economy,2,158,Friday,198.77
2788,American,ATL,ATL,26-04-2024 03:00,3488,3.76,Economy,1,216,Friday,1159.37
2789,American,DFW,ATL,26-04-2024 04:00,1694,1.91,Economy,0,329,Friday,218.84
2790,American,LAX,LAX,26-04-2024 05:00,1801,7.84,First,2,212,Friday,243.26
2791,United,ORD,ORD,26-04-2024 06:00,767,7.01,Business,2,157,Friday,130.97
2792,Delta,ORD,JFK,26-04-2024 07:00,2150,3.06,Business,0,52,Friday,731.6
2793,Southwest,ORD,DFW,26-04-2024 08:00,1424,8.57,Economy,0,345,Friday,665.53
2794,American,DFW,ORD,26-04-2024 09:00,4890,4.43,Economy,1,87,Friday,1296.32
2795,United,DFW,ATL,26-04-2024 10:00,2651,9.43,Economy,2,48,Friday,1292.93
2796,JetBlue,ATL,LAX,26-04-2024 11:00,2512,6.62,Economy,0,120,Friday,1116.55
2797,American,LAX,JFK,26-04-2024 12:00,2250,6.66,Business,1,201,Friday,1700.26
2798,Delta,DFW,ORD,26-04-2024 13:00,2734,1.35,Business,2,49,Friday,741.41
2799,American,ATL,DFW,26-04-2024 14:00,3018,6.9,Economy,1,244,Friday,631.72
2800,Delta,LAX,ORD,26-04-2024 15:00,4506,8.07,First,1,89,Friday,70.14
2801,Southwest,ATL,DFW,26-04-2024 16:00,1511,1.99,Business,2,104,Friday,1102.02
2802,Southwest,LAX,DFW,26-04-2024 17:00,4880,10.04,Economy,1,11,Friday,1529.92
2803,Southwest,ORD,ORD,26-04-2024 18:00,681,5.84,Business,2,363,Friday,1529.92
2804,United,DFW,JFK,26-04-2024 19:00,1319,3.33,First,1,302,Friday,841.27
2805,JetBlue,ORD,JFK,26-04-2024 20:00,4912,3.38,First,2,215,Friday,1981.66
2806,American,ATL,JFK,26-04-2024 21:00,1925,6.92,Business,0,42,Friday,276.87
2807,Delta,ATL,DFW,26-04-2024 22:00,1684,2.95,Economy,0,205,Friday,1911.4
2808,JetBlue,LAX,DFW,26-04-2024 23:00,414,5.21,First,1,97,Friday,357.51
2809,United,LAX,ATL,27-04-2024 00:00,822,2.26,Economy,0,207,Saturday,69.29
2810,Delta,JFK,ORD,27-04-2024 01:00,3367,8.99,First,1,136,Saturday,1170.71
2811,Delta,JFK,JFK,27-04-2024 02:00,4719,2.56,First,2,138,Saturday,563.35
2812,Delta,ATL,JFK,27-04-2024 03:00,4311,8.79,Business,0,191,Saturday,1491.21
2813,JetBlue,LAX,LAX,27-04-2024 04:00,4466,10.62,Business,2,141,Saturday,1689.4
2814,United,DFW,JFK,27-04-2024 05:00,1938,1.17,Business,2,286,Saturday,138.53
2815,JetBlue,DFW,JFK,27-04-2024 06:00,1166,4.91,First,0,291,Saturday,1791.6
2816,Southwest,DFW,JFK,27-04-2024 07:00,2848,10.7,Economy,0,284,Saturday,1340.67
2817,Delta,LAX,ORD,27-04-2024 08:00,2557,11.36,Business,1,161,Saturday,279.31
2818,American,DFW,ATL,27-04-2024 09:00,4968,11.25,Business,0,108,Saturday,1703.33
2819,Southwest,LAX,ATL,27-04-2024 10:00,3165,5.57,Economy,1,338,Saturday,1278.26
2820,Delta,ORD,DFW,27-04-2024 11:00,1060,6.6,Business,2,119,Saturday,1057.31
2821,Delta,DFW,JFK,27-04-2024 12:00,465,8.85,Business,1,307,Saturday,1956.71
2822,United,LAX,LAX,27-04-2024 13:00,562,10.03,First,0,1,Saturday,532.69
2823,American,LAX,JFK,27-04-2024 14:00,1975,11.26,First,0,349,Saturday,1866.61
2824,Delta,LAX,JFK,27-04-2024 15:00,3383,2.79,Business,1,210,Saturday,1357.61
2825,Southwest,DFW,LAX,27-04-2024 16:00,4505,4.41,Business,0,362,Saturday,1012.16
2826,Southwest,DFW,JFK,27-04-2024 17:00,3968,2.47,First,0,141,Saturday,66.56
2827,JetBlue,DFW,ATL,27-04-2024 18:00,4360,10.37,First,2,282,Saturday,1996.17
2828,American,JFK,LAX,27-04-2024 19:00,4537,1.4,First,1,141,Saturday,1498.53
2829,United,DFW,ORD,27-04-2024 20:00,2387,6.72,First,2,77,Saturday,537.27
2830,Delta,LAX,LAX,27-04-2024 21:00,3584,6.2,Economy,2,242,Saturday,1488.05
2831,United,JFK,DFW,27-04-2024 22:00,1128,2.5,Business,0,290,Saturday,1046.5
2832,Delta,DFW,DFW,27-04-2024 23:00,816,3.6,First,0,198,Saturday,1407.36
2833,Southwest,ORD,DFW,28-04-2024 00:00,4750,7.02,First,2,230,Sunday,1436.05
2834,Delta,ATL,ORD,28-04-2024 01:00,2294,10.38,Economy,1,212,Sunday,254.87
2835,JetBlue,ORD,ATL,28-04-2024 02:00,1221,9.73,Economy,0,115,Sunday,1641.61
2836,American,ATL,DFW,28-04-2024 03:00,3027,3.95,Business,0,105,Sunday,437.03
2837,Southwest,JFK,DFW,28-04-2024 04:00,2349,10.43,Business,2,150,Sunday,119.5
2838,United,DFW,DFW,28-04-2024 05:00,4362,6.97,First,2,354,Sunday,264.67
2839,United,JFK,DFW,28-04-2024 06:00,1976,9.68,First,1,84,Sunday,481.56
2840,Southwest,ATL,DFW,28-04-2024 07:00,4018,8.46,Economy,0,86,Sunday,1958.01
2841,JetBlue,DFW,JFK,28-04-2024 08:00,2463,10.77,Economy,0,180,Sunday,690.95
2842,Southwest,ATL,ATL,28-04-2024 09:00,1218,2.15,First,0,326,Sunday,1643.22
2843,JetBlue,ORD,DFW,28-04-2024 10:00,1351,1.84,Economy,2,211,Sunday,869.34
2844,Delta,ORD,DFW,28-04-2024 11:00,3197,7.96,Economy,0,28,Sunday,429.24
2845,American,ATL,ORD,28-04-2024 12:00,4597,1.85,Business,0,268,Sunday,1571.76
2846,American,JFK,DFW,28-04-2024 13:00,553,5.21,Business,2,25,Sunday,1661.42
2847,United,ATL,LAX,28-04-2024 14:00,2814,7.41,Business,1,11,Sunday,907.81
2848,United,JFK,ORD,28-04-2024 15:00,2322,7.4,Economy,0,215,Sunday,642.93
2849,Delta,JFK,DFW,28-04-2024 16:00,2561,9.03,Economy,1,87,Sunday,343.65
2850,Delta,DFW,ORD,28-04-2024 17:00,326,6.89,First,1,306,Sunday,689.71
2851,American,ATL,DFW,28-04-2024 18:00,2088,5.5,Business,1,58,Sunday,330.12
2852,American,LAX,LAX,28-04-2024 19:00,1911,8.9,Economy,1,211,Sunday,1096.73
2853,American,JFK,JFK,28-04-2024 20:00,4386,11.66,First,1,102,Sunday,299.7
2854,United,ORD,ATL,28-04-2024 21:00,1799,5.27,First,0,91,Sunday,536.11
2855,Southwest,ATL,JFK,28-04-2024 22:00,4727,7.58,Economy,0,170,Sunday,1870.14
2856,Delta,LAX,ORD,28-04-2024 23:00,1936,10.22,Economy,1,130,Sunday,759.31
2857,United,ORD,ATL,29-04-2024 00:00,4774,8.93,Business,0,131,Monday,1670.22
2858,United,ATL,ATL,29-04-2024 01:00,4309,2.9,Business,0,144,Monday,250.73
2859,Delta,ORD,JFK,29-04-2024 02:00,1765,8.88,First,2,39,Monday,739.79
2860,JetBlue,LAX,DFW,29-04-2024 03:00,958,9.36,First,2,197,Monday,1490.02
2861,JetBlue,JFK,ORD,29-04-2024 04:00,1339,6.18,Business,1,198,Monday,218.79
2862,JetBlue,ORD,LAX,29-04-2024 05:00,2860,5.49,Economy,0,43,Monday,53.76
2863,Southwest,DFW,ORD,29-04-2024 06:00,978,9.27,Economy,1,256,Monday,927.62
2864,United,JFK,ORD,29-04-2024 07:00,3267,8.55,Economy,1,79,Monday,1622.16
2865,United,LAX,JFK,29-04-2024 08:00,4468,9.89,First,2,319,Monday,470.93
2866,JetBlue,ATL,ORD,29-04-2024 09:00,1225,3.64,Economy,2,92,Monday,395.35
2867,United,LAX,LAX,29-04-2024 10:00,2151,2.87,Business,2,37,Monday,457.91
2868,Southwest,LAX,DFW,29-04-2024 11:00,4631,9.09,First,1,91,Monday,226.44
2869,Southwest,JFK,JFK,29-04-2024 12:00,3269,9.55,Business,1,255,Monday,151.15
2870,JetBlue,ATL,JFK,29-04-2024 13:00,1944,10.31,Business,0,52,Monday,1686.35
2871,American,DFW,ATL,29-04-2024 14:00,2584,11.93,First,0,361,Monday,917.79
2872,Delta,ATL,LAX,29-04-2024 15:00,4180,8.99,First,0,33,Monday,636.16
2873,United,DFW,DFW,29-04-2024 16:00,4135,4.61,Business,1,283,Monday,1948.35
2874,JetBlue,LAX,ATL,29-04-2024 17:00,1819,10.04,Economy,1,20,Monday,1866.37
2875,Southwest,JFK,ATL,29-04-2024 18:00,4182,2.34,First,1,109,Monday,1682.22
2876,JetBlue,ATL,DFW,29-04-2024 19:00,2798,1.92,First,0,252,Monday,1379.38
